sh vpn-session full anyconnect

Session Type: AnyConnect ||

Username: sunaredi | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.236.152 | Public IP: 182.70.34.85 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 19:45:28 IST Wed Jun 17 2020 | Duration: 1d 21h:48m:40s | Inactivity:  0h:00m:00s | Bytes Tx: 4696131399 | Bytes Rx: 1439914155 | IP Addr: 10.150.236.152 | Public IP: 182.70.34.85 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 19:45:28 IST Wed Jun 17 2020 | Duration: 1d 21h:48m:40s | Inactivity:  0h:00m:00s | Bytes Tx: 4696131399 | Bytes Rx: 1439914155 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 33317 | Audit Session ID: 0a96cf69082250005eea2580 | Security Group Tag: none | EasyVPN: 0 |Session ID: 33317 | Audit Session ID: 0a96cf69082250005eea2580 | Security Group Tag: none | EasyVPN: 0 ||
Username: NandUlag | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.244.25 | Public IP: 61.3.234.134 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:07:46 IST Fri Jun 19 2020 | Duration: 6h:26m:23s | Inactivity:  0h:00m:00s | Bytes Tx: 1297855882 | Bytes Rx: 139534472 | IP Addr: 10.150.244.25 | Public IP: 61.3.234.134 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:07:46 IST Fri Jun 19 2020 | Duration: 6h:26m:23s | Inactivity:  0h:00m:00s | Bytes Tx: 1297855882 | Bytes Rx: 139534472 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 38825 | Audit Session ID: 0a96cf69097a90005eec4f2a | Security Group Tag: none | EasyVPN: 0 |Session ID: 38825 | Audit Session ID: 0a96cf69097a90005eec4f2a | Security Group Tag: none | EasyVPN: 0 ||
Username: susudan | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.150.244.28 | Public IP: 182.69.64.114 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:07:51 IST Fri Jun 19 2020 | Duration: 6h:26m:18s | Inactivity:  0h:00m:00s | Bytes Tx: 166480492 | Bytes Rx: 43065794 | IP Addr: 10.150.244.28 | Public IP: 182.69.64.114 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:07:51 IST Fri Jun 19 2020 | Duration: 6h:26m:18s | Inactivity:  0h:00m:00s | Bytes Tx: 166480492 | Bytes Rx: 43065794 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 38827 | Audit Session ID: 0a96cf69097ab0005eec4f2f | Security Group Tag: none | EasyVPN: 0 |Session ID: 38827 | Audit Session ID: 0a96cf69097ab0005eec4f2f | Security Group Tag: none | EasyVPN: 0 ||
Username: nkhapli | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.244.27 | Public IP: 42.106.100.71 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:07:53 IST Fri Jun 19 2020 | Duration: 6h:26m:16s | Inactivity:  0h:00m:00s | Bytes Tx: 232282593 | Bytes Rx: 96761006 | IP Addr: 10.150.244.27 | Public IP: 42.106.100.71 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:07:53 IST Fri Jun 19 2020 | Duration: 6h:26m:16s | Inactivity:  0h:00m:00s | Bytes Tx: 232282593 | Bytes Rx: 96761006 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 38829 | Audit Session ID: 0a96cf69097ad0005eec4f31 | Security Group Tag: none | EasyVPN: 0 |Session ID: 38829 | Audit Session ID: 0a96cf69097ad0005eec4f31 | Security Group Tag: none | EasyVPN: 0 ||
Username: pragaval | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.244.35 | Public IP: 106.220.198.116 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:09:10 IST Fri Jun 19 2020 | Duration: 6h:24m:59s | Inactivity:  0h:00m:00s | Bytes Tx: 573528794 | Bytes Rx: 243306165 | IP Addr: 10.150.244.35 | Public IP: 106.220.198.116 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:09:10 IST Fri Jun 19 2020 | Duration: 6h:24m:59s | Inactivity:  0h:00m:00s | Bytes Tx: 573528794 | Bytes Rx: 243306165 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 38847 | Audit Session ID: 0a96cf69097bf0005eec4f7e | Security Group Tag: none | EasyVPN: 0 |Session ID: 38847 | Audit Session ID: 0a96cf69097bf0005eec4f7e | Security Group Tag: none | EasyVPN: 0 ||
Username: sadhalra | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.236.244 | Public IP: 106.200.101.227 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:09:18 IST Fri Jun 19 2020 | Duration: 6h:24m:51s | Inactivity:  0h:00m:00s | Bytes Tx: 83027227 | Bytes Rx: 32822645 | IP Addr: 10.150.236.244 | Public IP: 106.200.101.227 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:09:18 IST Fri Jun 19 2020 | Duration: 6h:24m:51s | Inactivity:  0h:00m:00s | Bytes Tx: 83027227 | Bytes Rx: 32822645 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 38850 | Audit Session ID: 0a96cf69097c20005eec4f86 | Security Group Tag: none | EasyVPN: 0 |Session ID: 38850 | Audit Session ID: 0a96cf69097c20005eec4f86 | Security Group Tag: none | EasyVPN: 0 ||
Username: Gurrajs | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.244.218 | Public IP: 103.217.117.54 | Protocol: AnyConnect-Parent | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none | Login Time: 11:12:34 IST Fri Jun 19 2020 | Duration: 6h:21m:35s | Inactivity:  0h:00m:00s | Bytes Tx: 246600093 | Bytes Rx: 75525542 | IP Addr: 10.150.244.218 | Public IP: 103.217.117.54 | Protocol: AnyConnect-Parent | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none | Login Time: 11:12:34 IST Fri Jun 19 2020 | Duration: 6h:21m:35s | Inactivity:  0h:00m:00s | Bytes Tx: 246600093 | Bytes Rx: 75525542 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 38857 | Audit Session ID: 0a96cf69097c90005eec504a | Security Group Tag: none | EasyVPN: 0 |Session ID: 38857 | Audit Session ID: 0a96cf69097c90005eec504a | Security Group Tag: none | EasyVPN: 0 ||
Username: rohankum | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.43 | Public IP: 1.39.181.119 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:15:26 IST Fri Jun 19 2020 | Duration: 6h:18m:43s | Inactivity:  0h:00m:00s | Bytes Tx: 118310895 | Bytes Rx: 118406822 | IP Addr: 10.150.237.43 | Public IP: 1.39.181.119 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:15:26 IST Fri Jun 19 2020 | Duration: 6h:18m:43s | Inactivity:  0h:00m:00s | Bytes Tx: 118310895 | Bytes Rx: 118406822 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 38861 | Audit Session ID: 0a96cf69097cd0005eec50f6 | Security Group Tag: none | EasyVPN: 0 |Session ID: 38861 | Audit Session ID: 0a96cf69097cd0005eec50f6 | Security Group Tag: none | EasyVPN: 0 ||
Username: SKutre | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.244.44 | Public IP: 157.33.214.232 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:16:42 IST Fri Jun 19 2020 | Duration: 6h:17m:27s | Inactivity:  0h:00m:00s | Bytes Tx: 135305619 | Bytes Rx: 44185622 | IP Addr: 10.150.244.44 | Public IP: 157.33.214.232 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:16:42 IST Fri Jun 19 2020 | Duration: 6h:17m:27s | Inactivity:  0h:00m:00s | Bytes Tx: 135305619 | Bytes Rx: 44185622 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 38872 | Audit Session ID: 0a96cf69097d80005eec5142 | Security Group Tag: none | EasyVPN: 0 |Session ID: 38872 | Audit Session ID: 0a96cf69097d80005eec5142 | Security Group Tag: none | EasyVPN: 0 ||
Username: shehzad.sayed | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.150.244.46 | Public IP: 42.106.200.69 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:16:58 IST Fri Jun 19 2020 | Duration: 6h:17m:11s | Inactivity:  0h:00m:00s | Bytes Tx: 690296573 | Bytes Rx: 199466688 | IP Addr: 10.150.244.46 | Public IP: 42.106.200.69 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:16:58 IST Fri Jun 19 2020 | Duration: 6h:17m:11s | Inactivity:  0h:00m:00s | Bytes Tx: 690296573 | Bytes Rx: 199466688 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 38876 | Audit Session ID: 0a96cf69097dc0005eec5152 | Security Group Tag: none | EasyVPN: 0 |Session ID: 38876 | Audit Session ID: 0a96cf69097dc0005eec5152 | Security Group Tag: none | EasyVPN: 0 ||
Username: akshbehe | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.244.47 | Public IP: 106.220.70.35 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:17:07 IST Fri Jun 19 2020 | Duration: 6h:17m:02s | Inactivity:  0h:00m:00s | Bytes Tx: 376436745 | Bytes Rx: 235258539 | IP Addr: 10.150.244.47 | Public IP: 106.220.70.35 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:17:07 IST Fri Jun 19 2020 | Duration: 6h:17m:02s | Inactivity:  0h:00m:00s | Bytes Tx: 376436745 | Bytes Rx: 235258539 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 38878 | Audit Session ID: 0a96cf69097de0005eec515b | Security Group Tag: none | EasyVPN: 0 |Session ID: 38878 | Audit Session ID: 0a96cf69097de0005eec515b | Security Group Tag: none | EasyVPN: 0 ||
Username: prashant.rai | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.244.50 | Public IP: 42.106.214.23 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:17:29 IST Fri Jun 19 2020 | Duration: 6h:16m:40s | Inactivity:  0h:00m:00s | Bytes Tx: 796570024 | Bytes Rx: 180920186 | IP Addr: 10.150.244.50 | Public IP: 42.106.214.23 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:17:29 IST Fri Jun 19 2020 | Duration: 6h:16m:40s | Inactivity:  0h:00m:00s | Bytes Tx: 796570024 | Bytes Rx: 180920186 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 38880 | Audit Session ID: 0a96cf69097e00005eec5171 | Security Group Tag: none | EasyVPN: 0 |Session ID: 38880 | Audit Session ID: 0a96cf69097e00005eec5171 | Security Group Tag: none | EasyVPN: 0 ||
Username: vmitta | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.236.190 | Public IP: 49.37.192.186 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:17:39 IST Fri Jun 19 2020 | Duration: 6h:16m:30s | Inactivity:  0h:00m:00s | Bytes Tx: 751982917 | Bytes Rx: 715870540 | IP Addr: 10.150.236.190 | Public IP: 49.37.192.186 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:17:39 IST Fri Jun 19 2020 | Duration: 6h:16m:30s | Inactivity:  0h:00m:00s | Bytes Tx: 751982917 | Bytes Rx: 715870540 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 38883 | Audit Session ID: 0a96cf69097e30005eec517b | Security Group Tag: none | EasyVPN: 0 |Session ID: 38883 | Audit Session ID: 0a96cf69097e30005eec517b | Security Group Tag: none | EasyVPN: 0 ||
Username: Tkshatri | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.244.149 | Public IP: 157.47.16.233 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:18:17 IST Fri Jun 19 2020 | Duration: 6h:15m:52s | Inactivity:  0h:00m:00s | Bytes Tx: 407006113 | Bytes Rx: 156687707 | IP Addr: 10.150.244.149 | Public IP: 157.47.16.233 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:18:17 IST Fri Jun 19 2020 | Duration: 6h:15m:52s | Inactivity:  0h:00m:00s | Bytes Tx: 407006113 | Bytes Rx: 156687707 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 38893 | Audit Session ID: 0a96cf69097ed0005eec51a1 | Security Group Tag: none | EasyVPN: 0 |Session ID: 38893 | Audit Session ID: 0a96cf69097ed0005eec51a1 | Security Group Tag: none | EasyVPN: 0 ||
Username: mohini.bhanage | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.244.55 | Public IP: 157.33.156.106 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:18:22 IST Fri Jun 19 2020 | Duration: 6h:15m:47s | Inactivity:  0h:00m:00s | Bytes Tx: 636753882 | Bytes Rx: 92734797 | IP Addr: 10.150.244.55 | Public IP: 157.33.156.106 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:18:22 IST Fri Jun 19 2020 | Duration: 6h:15m:47s | Inactivity:  0h:00m:00s | Bytes Tx: 636753882 | Bytes Rx: 92734797 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 38894 | Audit Session ID: 0a96cf69097ee0005eec51a6 | Security Group Tag: none | EasyVPN: 0 |Session ID: 38894 | Audit Session ID: 0a96cf69097ee0005eec51a6 | Security Group Tag: none | EasyVPN: 0 ||
Username: PNSurve | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.244.57 | Public IP: 1.23.194.153 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:19:43 IST Fri Jun 19 2020 | Duration: 6h:14m:26s | Inactivity:  0h:00m:00s | Bytes Tx: 559415107 | Bytes Rx: 355394852 | IP Addr: 10.150.244.57 | Public IP: 1.23.194.153 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:19:43 IST Fri Jun 19 2020 | Duration: 6h:14m:26s | Inactivity:  0h:00m:00s | Bytes Tx: 559415107 | Bytes Rx: 355394852 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 38901 | Audit Session ID: 0a96cf69097f50005eec51f7 | Security Group Tag: none | EasyVPN: 0 |Session ID: 38901 | Audit Session ID: 0a96cf69097f50005eec51f7 | Security Group Tag: none | EasyVPN: 0 ||
Username: sudghosh | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.20 | Public IP: 49.37.13.2 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:20:43 IST Fri Jun 19 2020 | Duration: 6h:13m:26s | Inactivity:  0h:00m:00s | Bytes Tx: 1563230872 | Bytes Rx: 276817596 | IP Addr: 10.150.237.20 | Public IP: 49.37.13.2 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:20:43 IST Fri Jun 19 2020 | Duration: 6h:13m:26s | Inactivity:  0h:00m:00s | Bytes Tx: 1563230872 | Bytes Rx: 276817596 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 38904 | Audit Session ID: 0a96cf69097f80005eec5233 | Security Group Tag: none | EasyVPN: 0 |Session ID: 38904 | Audit Session ID: 0a96cf69097f80005eec5233 | Security Group Tag: none | EasyVPN: 0 ||
Username: vrugle | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.150.237.30 | Public IP: 123.201.100.206 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:22:23 IST Fri Jun 19 2020 | Duration: 6h:11m:46s | Inactivity:  0h:00m:00s | Bytes Tx: 892282515 | Bytes Rx: 242591617 | IP Addr: 10.150.237.30 | Public IP: 123.201.100.206 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:22:23 IST Fri Jun 19 2020 | Duration: 6h:11m:46s | Inactivity:  0h:00m:00s | Bytes Tx: 892282515 | Bytes Rx: 242591617 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 38906 | Audit Session ID: 0a96cf69097fa0005eec5297 | Security Group Tag: none | EasyVPN: 0 |Session ID: 38906 | Audit Session ID: 0a96cf69097fa0005eec5297 | Security Group Tag: none | EasyVPN: 0 ||
Username: sukumawa | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.25 | Public IP: 106.223.25.27 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:24:12 IST Fri Jun 19 2020 | Duration: 6h:09m:57s | Inactivity:  0h:00m:00s | Bytes Tx: 267891416 | Bytes Rx: 140573466 | IP Addr: 10.150.237.25 | Public IP: 106.223.25.27 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:24:12 IST Fri Jun 19 2020 | Duration: 6h:09m:57s | Inactivity:  0h:00m:00s | Bytes Tx: 267891416 | Bytes Rx: 140573466 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 38908 | Audit Session ID: 0a96cf69097fc0005eec5304 | Security Group Tag: none | EasyVPN: 0 |Session ID: 38908 | Audit Session ID: 0a96cf69097fc0005eec5304 | Security Group Tag: none | EasyVPN: 0 ||
Username: s.salunke | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.73 | Public IP: 103.86.180.54 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:24:18 IST Fri Jun 19 2020 | Duration: 6h:09m:51s | Inactivity:  0h:00m:00s | Bytes Tx: 1289234701 | Bytes Rx: 264080259 | IP Addr: 10.150.237.73 | Public IP: 103.86.180.54 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:24:18 IST Fri Jun 19 2020 | Duration: 6h:09m:51s | Inactivity:  0h:00m:00s | Bytes Tx: 1289234701 | Bytes Rx: 264080259 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 38910 | Audit Session ID: 0a96cf69097fe0005eec530a | Security Group Tag: none | EasyVPN: 0 |Session ID: 38910 | Audit Session ID: 0a96cf69097fe0005eec530a | Security Group Tag: none | EasyVPN: 0 ||
Username: aarsad | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.244.22 | Public IP: 106.220.174.174 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:24:29 IST Fri Jun 19 2020 | Duration: 6h:09m:40s | Inactivity:  0h:00m:00s | Bytes Tx: 655070525 | Bytes Rx: 169805586 | IP Addr: 10.150.244.22 | Public IP: 106.220.174.174 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:24:29 IST Fri Jun 19 2020 | Duration: 6h:09m:40s | Inactivity:  0h:00m:00s | Bytes Tx: 655070525 | Bytes Rx: 169805586 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 38913 | Audit Session ID: 0a96cf69098010005eec5315 | Security Group Tag: none | EasyVPN: 0 |Session ID: 38913 | Audit Session ID: 0a96cf69098010005eec5315 | Security Group Tag: none | EasyVPN: 0 ||
