sh vpn-session full anyconnect

Session Type: AnyConnect ||

Username: umaboga | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.236.102 | Public IP: 124.123.182.110 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 17:24:25 IST Thu Jun 18 2020 | Duration: 1d 22h:05m:52s | Inactivity:  0h:00m:00s | Bytes Tx: 2700259116 | Bytes Rx: 1744941865 | IP Addr: 10.150.236.102 | Public IP: 124.123.182.110 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 17:24:25 IST Thu Jun 18 2020 | Duration: 1d 22h:05m:52s | Inactivity:  0h:00m:00s | Bytes Tx: 2700259116 | Bytes Rx: 1744941865 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 36537 | Audit Session ID: 0a96cf6908eb90005eeb55f1 | Security Group Tag: none | EasyVPN: 0 |Session ID: 36537 | Audit Session ID: 0a96cf6908eb90005eeb55f1 | Security Group Tag: none | EasyVPN: 0 ||
Username: ajibhosa | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.30 | Public IP: 1.23.77.210 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:20:42 IST Sat Jun 20 2020 | Duration: 5h:09m:35s | Inactivity:  0h:00m:00s | Bytes Tx: 189677023 | Bytes Rx: 35093870 | IP Addr: 10.150.237.30 | Public IP: 1.23.77.210 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:20:42 IST Sat Jun 20 2020 | Duration: 5h:09m:35s | Inactivity:  0h:00m:00s | Bytes Tx: 189677023 | Bytes Rx: 35093870 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 43068 | Audit Session ID: 0a96cf690a83c0005eed95a2 | Security Group Tag: none | EasyVPN: 0 |Session ID: 43068 | Audit Session ID: 0a96cf690a83c0005eed95a2 | Security Group Tag: none | EasyVPN: 0 ||
Username: AbRazzak | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.49 | Public IP: 106.207.175.244 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:22:02 IST Sat Jun 20 2020 | Duration: 5h:08m:15s | Inactivity:  0h:00m:00s | Bytes Tx: 421968168 | Bytes Rx: 120968872 | IP Addr: 10.150.237.49 | Public IP: 106.207.175.244 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:22:02 IST Sat Jun 20 2020 | Duration: 5h:08m:15s | Inactivity:  0h:00m:00s | Bytes Tx: 421968168 | Bytes Rx: 120968872 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 43077 | Audit Session ID: 0a96cf690a8450005eed95f2 | Security Group Tag: none | EasyVPN: 0 |Session ID: 43077 | Audit Session ID: 0a96cf690a8450005eed95f2 | Security Group Tag: none | EasyVPN: 0 ||
Username: KarShaik | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.150.236.30 | Public IP: 110.235.230.212 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:27:12 IST Sat Jun 20 2020 | Duration: 5h:03m:05s | Inactivity:  0h:00m:00s | Bytes Tx: 297314143 | Bytes Rx: 176229064 | IP Addr: 10.150.236.30 | Public IP: 110.235.230.212 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:27:12 IST Sat Jun 20 2020 | Duration: 5h:03m:05s | Inactivity:  0h:00m:00s | Bytes Tx: 297314143 | Bytes Rx: 176229064 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 43087 | Audit Session ID: 0a96cf690a84f0005eed9728 | Security Group Tag: none | EasyVPN: 0 |Session ID: 43087 | Audit Session ID: 0a96cf690a84f0005eed9728 | Security Group Tag: none | EasyVPN: 0 ||
Username: ArunPawa | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.236.32 | Public IP: 111.92.59.3 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:27:38 IST Sat Jun 20 2020 | Duration: 5h:02m:39s | Inactivity:  0h:00m:00s | Bytes Tx: 73447821 | Bytes Rx: 28008456 | IP Addr: 10.150.236.32 | Public IP: 111.92.59.3 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:27:38 IST Sat Jun 20 2020 | Duration: 5h:02m:39s | Inactivity:  0h:00m:00s | Bytes Tx: 73447821 | Bytes Rx: 28008456 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 43090 | Audit Session ID: 0a96cf690a8520005eed9742 | Security Group Tag: none | EasyVPN: 0 |Session ID: 43090 | Audit Session ID: 0a96cf690a8520005eed9742 | Security Group Tag: none | EasyVPN: 0 ||
Username: Parnag | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.150.236.33 | Public IP: 47.15.22.63 | Protocol: AnyConnect-Parent | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none | Login Time: 10:28:04 IST Sat Jun 20 2020 | Duration: 5h:02m:13s | Inactivity:  0h:00m:00s | Bytes Tx: 98252923 | Bytes Rx: 46644448 | IP Addr: 10.150.236.33 | Public IP: 47.15.22.63 | Protocol: AnyConnect-Parent | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none | Login Time: 10:28:04 IST Sat Jun 20 2020 | Duration: 5h:02m:13s | Inactivity:  0h:00m:00s | Bytes Tx: 98252923 | Bytes Rx: 46644448 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 43091 | Audit Session ID: 0a96cf690a8530005eed975c | Security Group Tag: none | EasyVPN: 0 |Session ID: 43091 | Audit Session ID: 0a96cf690a8530005eed975c | Security Group Tag: none | EasyVPN: 0 ||
Username: sukumawa | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.54 | Public IP: 106.223.24.243 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:30:13 IST Sat Jun 20 2020 | Duration: 5h:00m:04s | Inactivity:  0h:00m:00s | Bytes Tx: 323425749 | Bytes Rx: 67166993 | IP Addr: 10.150.237.54 | Public IP: 106.223.24.243 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:30:13 IST Sat Jun 20 2020 | Duration: 5h:00m:04s | Inactivity:  0h:00m:00s | Bytes Tx: 323425749 | Bytes Rx: 67166993 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 43097 | Audit Session ID: 0a96cf690a8590005eed97dd | Security Group Tag: none | EasyVPN: 0 |Session ID: 43097 | Audit Session ID: 0a96cf690a8590005eed97dd | Security Group Tag: none | EasyVPN: 0 ||
Username: vkharban | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.55 | Public IP: 122.161.178.170 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:30:27 IST Sat Jun 20 2020 | Duration: 4h:59m:50s | Inactivity:  0h:00m:00s | Bytes Tx: 310051254 | Bytes Rx: 87590523 | IP Addr: 10.150.237.55 | Public IP: 122.161.178.170 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:30:27 IST Sat Jun 20 2020 | Duration: 4h:59m:50s | Inactivity:  0h:00m:00s | Bytes Tx: 310051254 | Bytes Rx: 87590523 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 43099 | Audit Session ID: 0a96cf690a85b0005eed97eb | Security Group Tag: none | EasyVPN: 0 |Session ID: 43099 | Audit Session ID: 0a96cf690a85b0005eed97eb | Security Group Tag: none | EasyVPN: 0 ||
Username: msonawa | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.57 | Public IP: 103.201.138.199 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:31:14 IST Sat Jun 20 2020 | Duration: 4h:59m:03s | Inactivity:  0h:00m:00s | Bytes Tx: 137363476 | Bytes Rx: 79473990 | IP Addr: 10.150.237.57 | Public IP: 103.201.138.199 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:31:14 IST Sat Jun 20 2020 | Duration: 4h:59m:03s | Inactivity:  0h:00m:00s | Bytes Tx: 137363476 | Bytes Rx: 79473990 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 43102 | Audit Session ID: 0a96cf690a85e0005eed981a | Security Group Tag: none | EasyVPN: 0 |Session ID: 43102 | Audit Session ID: 0a96cf690a85e0005eed981a | Security Group Tag: none | EasyVPN: 0 ||
Username: BRajegha | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.61 | Public IP: 106.220.174.149 | Protocol: AnyConnect-Parent | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none | Login Time: 10:31:39 IST Sat Jun 20 2020 | Duration: 4h:58m:38s | Inactivity:  0h:00m:00s | Bytes Tx: 505939403 | Bytes Rx: 95080323 | IP Addr: 10.150.237.61 | Public IP: 106.220.174.149 | Protocol: AnyConnect-Parent | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none | Login Time: 10:31:39 IST Sat Jun 20 2020 | Duration: 4h:58m:38s | Inactivity:  0h:00m:00s | Bytes Tx: 505939403 | Bytes Rx: 95080323 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 43105 | Audit Session ID: 0a96cf690a8610005eed9833 | Security Group Tag: none | EasyVPN: 0 |Session ID: 43105 | Audit Session ID: 0a96cf690a8610005eed9833 | Security Group Tag: none | EasyVPN: 0 ||
Username: NZende | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.236.25 | Public IP: 157.47.25.208 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:38:52 IST Sat Jun 20 2020 | Duration: 4h:51m:25s | Inactivity:  0h:00m:00s | Bytes Tx: 1441264995 | Bytes Rx: 92510439 | IP Addr: 10.150.236.25 | Public IP: 157.47.25.208 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:38:52 IST Sat Jun 20 2020 | Duration: 4h:51m:25s | Inactivity:  0h:00m:00s | Bytes Tx: 1441264995 | Bytes Rx: 92510439 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 43114 | Audit Session ID: 0a96cf690a86a0005eed99e4 | Security Group Tag: none | EasyVPN: 0 |Session ID: 43114 | Audit Session ID: 0a96cf690a86a0005eed99e4 | Security Group Tag: none | EasyVPN: 0 ||
Username: vmarbhal | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.126 | Public IP: 103.226.241.84 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:39:51 IST Sat Jun 20 2020 | Duration: 4h:50m:26s | Inactivity:  0h:00m:00s | Bytes Tx: 289560179 | Bytes Rx: 43016626 | IP Addr: 10.150.237.126 | Public IP: 103.226.241.84 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:39:51 IST Sat Jun 20 2020 | Duration: 4h:50m:26s | Inactivity:  0h:00m:00s | Bytes Tx: 289560179 | Bytes Rx: 43016626 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 43123 | Audit Session ID: 0a96cf690a8730005eed9a1f | Security Group Tag: none | EasyVPN: 0 |Session ID: 43123 | Audit Session ID: 0a96cf690a8730005eed9a1f | Security Group Tag: none | EasyVPN: 0 ||
Username: ranjitch | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.150.237.200 | Public IP: 157.33.182.165 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:39:55 IST Sat Jun 20 2020 | Duration: 4h:50m:22s | Inactivity:  0h:00m:00s | Bytes Tx: 235517053 | Bytes Rx: 78953730 | IP Addr: 10.150.237.200 | Public IP: 157.33.182.165 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:39:55 IST Sat Jun 20 2020 | Duration: 4h:50m:22s | Inactivity:  0h:00m:00s | Bytes Tx: 235517053 | Bytes Rx: 78953730 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 43124 | Audit Session ID: 0a96cf690a8740005eed9a23 | Security Group Tag: none | EasyVPN: 0 |Session ID: 43124 | Audit Session ID: 0a96cf690a8740005eed9a23 | Security Group Tag: none | EasyVPN: 0 ||
Username: omkar.deshmukh | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.205 | Public IP: 103.124.142.234 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:42:46 IST Sat Jun 20 2020 | Duration: 4h:47m:31s | Inactivity:  0h:00m:00s | Bytes Tx: 69995545 | Bytes Rx: 22645717 | IP Addr: 10.150.237.205 | Public IP: 103.124.142.234 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:42:46 IST Sat Jun 20 2020 | Duration: 4h:47m:31s | Inactivity:  0h:00m:00s | Bytes Tx: 69995545 | Bytes Rx: 22645717 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 43130 | Audit Session ID: 0a96cf690a87a0005eed9ace | Security Group Tag: none | EasyVPN: 0 |Session ID: 43130 | Audit Session ID: 0a96cf690a87a0005eed9ace | Security Group Tag: none | EasyVPN: 0 ||
Username: NIVELANI | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.25 | Public IP: 45.117.1.232 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:43:52 IST Sat Jun 20 2020 | Duration: 4h:46m:25s | Inactivity:  0h:00m:00s | Bytes Tx: 362690739 | Bytes Rx: 72222447 | IP Addr: 10.150.237.25 | Public IP: 45.117.1.232 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:43:52 IST Sat Jun 20 2020 | Duration: 4h:46m:25s | Inactivity:  0h:00m:00s | Bytes Tx: 362690739 | Bytes Rx: 72222447 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 43138 | Audit Session ID: 0a96cf690a8820005eed9b10 | Security Group Tag: none | EasyVPN: 0 |Session ID: 43138 | Audit Session ID: 0a96cf690a8820005eed9b10 | Security Group Tag: none | EasyVPN: 0 ||
Username: PDongre | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.191 | Public IP: 49.35.80.13 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:44:21 IST Sat Jun 20 2020 | Duration: 4h:45m:56s | Inactivity:  0h:00m:00s | Bytes Tx: 285226286 | Bytes Rx: 134852344 | IP Addr: 10.150.237.191 | Public IP: 49.35.80.13 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:44:21 IST Sat Jun 20 2020 | Duration: 4h:45m:56s | Inactivity:  0h:00m:00s | Bytes Tx: 285226286 | Bytes Rx: 134852344 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 43140 | Audit Session ID: 0a96cf690a8840005eed9b2d | Security Group Tag: none | EasyVPN: 0 |Session ID: 43140 | Audit Session ID: 0a96cf690a8840005eed9b2d | Security Group Tag: none | EasyVPN: 0 ||
Username: vkoyade | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.150.237.102 | Public IP: 49.35.59.86 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:48:30 IST Sat Jun 20 2020 | Duration: 4h:41m:47s | Inactivity:  0h:00m:00s | Bytes Tx: 190528126 | Bytes Rx: 50217425 | IP Addr: 10.150.237.102 | Public IP: 49.35.59.86 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:48:30 IST Sat Jun 20 2020 | Duration: 4h:41m:47s | Inactivity:  0h:00m:00s | Bytes Tx: 190528126 | Bytes Rx: 50217425 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 43153 | Audit Session ID: 0a96cf690a8910005eed9c26 | Security Group Tag: none | EasyVPN: 0 |Session ID: 43153 | Audit Session ID: 0a96cf690a8910005eed9c26 | Security Group Tag: none | EasyVPN: 0 ||
Username: bkanawad | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.100 | Public IP: 106.210.185.197 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:48:32 IST Sat Jun 20 2020 | Duration: 4h:41m:45s | Inactivity:  0h:00m:00s | Bytes Tx: 103704881 | Bytes Rx: 31994414 | IP Addr: 10.150.237.100 | Public IP: 106.210.185.197 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:48:32 IST Sat Jun 20 2020 | Duration: 4h:41m:45s | Inactivity:  0h:00m:00s | Bytes Tx: 103704881 | Bytes Rx: 31994414 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 43154 | Audit Session ID: 0a96cf690a8920005eed9c28 | Security Group Tag: none | EasyVPN: 0 |Session ID: 43154 | Audit Session ID: 0a96cf690a8920005eed9c28 | Security Group Tag: none | EasyVPN: 0 ||
Username: atulpati | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.24 | Public IP: 49.35.28.24 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:49:15 IST Sat Jun 20 2020 | Duration: 4h:41m:02s | Inactivity:  0h:00m:00s | Bytes Tx: 620056722 | Bytes Rx: 90836088 | IP Addr: 10.150.237.24 | Public IP: 49.35.28.24 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:49:15 IST Sat Jun 20 2020 | Duration: 4h:41m:02s | Inactivity:  0h:00m:00s | Bytes Tx: 620056722 | Bytes Rx: 90836088 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 43159 | Audit Session ID: 0a96cf690a8970005eed9c53 | Security Group Tag: none | EasyVPN: 0 |Session ID: 43159 | Audit Session ID: 0a96cf690a8970005eed9c53 | Security Group Tag: none | EasyVPN: 0 ||
Username: AkaBhope | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.60 | Public IP: 49.35.84.206 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:49:24 IST Sat Jun 20 2020 | Duration: 4h:40m:53s | Inactivity:  0h:00m:00s | Bytes Tx: 143498641 | Bytes Rx: 24813259 | IP Addr: 10.150.237.60 | Public IP: 49.35.84.206 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:49:24 IST Sat Jun 20 2020 | Duration: 4h:40m:53s | Inactivity:  0h:00m:00s | Bytes Tx: 143498641 | Bytes Rx: 24813259 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 43160 | Audit Session ID: 0a96cf690a8980005eed9c5c | Security Group Tag: none | EasyVPN: 0 |Session ID: 43160 | Audit Session ID: 0a96cf690a8980005eed9c5c | Security Group Tag: none | EasyVPN: 0 ||
Username: sunil.pahurkar | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.39 | Public IP: 223.178.153.150 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:56:02 IST Sat Jun 20 2020 | Duration: 4h:34m:15s | Inactivity:  0h:00m:00s | Bytes Tx: 671934899 | Bytes Rx: 101569171 | IP Addr: 10.150.237.39 | Public IP: 223.178.153.150 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:56:02 IST Sat Jun 20 2020 | Duration: 4h:34m:15s | Inactivity:  0h:00m:00s | Bytes Tx: 671934899 | Bytes Rx: 101569171 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 43174 | Audit Session ID: 0a96cf690a8a60005eed9dea | Security Group Tag: none | EasyVPN: 0 |Session ID: 43174 | Audit Session ID: 0a96cf690a8a60005eed9dea | Security Group Tag: none | EasyVPN: 0 ||
