sh vpn-session full anyconnect

Session Type: AnyConnect ||

Username: PratKamb | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.238.172 | Public IP: 49.35.83.115 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 12:09:09 IST Sat Jul 18 2020 | Duration: 1d 22h:20m:58s | Inactivity:  0h:00m:00s | Bytes Tx: 2424107426 | Bytes Rx: 529072457 | IP Addr: 10.150.238.172 | Public IP: 49.35.83.115 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 12:09:09 IST Sat Jul 18 2020 | Duration: 1d 22h:20m:58s | Inactivity:  0h:00m:00s | Bytes Tx: 2424107426 | Bytes Rx: 529072457 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 128137 | Audit Session ID: 0a96cf6a1f4890005f12990d | Security Group Tag: none | EasyVPN: 0 |Session ID: 128137 | Audit Session ID: 0a96cf6a1f4890005f12990d | Security Group Tag: none | EasyVPN: 0 ||
Username: apokhari | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.239.22 | Public IP: 106.204.192.112 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:50:10 IST Mon Jul 20 2020 | Duration: 1h:39m:57s | Inactivity:  0h:00m:00s | Bytes Tx: 127371010 | Bytes Rx: 16396815 | IP Addr: 10.150.239.22 | Public IP: 106.204.192.112 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:50:10 IST Mon Jul 20 2020 | Duration: 1h:39m:57s | Inactivity:  0h:00m:00s | Bytes Tx: 127371010 | Bytes Rx: 16396815 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 131374 | Audit Session ID: 0a96cf6a2012e0005f150d6a | Security Group Tag: none | EasyVPN: 0 |Session ID: 131374 | Audit Session ID: 0a96cf6a2012e0005f150d6a | Security Group Tag: none | EasyVPN: 0 ||
Username: LingampL | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.150.239.24 | Public IP: 157.47.39.204 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:50:29 IST Mon Jul 20 2020 | Duration: 1h:39m:38s | Inactivity:  0h:00m:00s | Bytes Tx: 58377451 | Bytes Rx: 20693977 | IP Addr: 10.150.239.24 | Public IP: 157.47.39.204 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:50:29 IST Mon Jul 20 2020 | Duration: 1h:39m:38s | Inactivity:  0h:00m:00s | Bytes Tx: 58377451 | Bytes Rx: 20693977 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 131376 | Audit Session ID: 0a96cf6a201300005f150d7d | Security Group Tag: none | EasyVPN: 0 |Session ID: 131376 | Audit Session ID: 0a96cf6a201300005f150d7d | Security Group Tag: none | EasyVPN: 0 ||
Username: vn.kamble | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.239.25 | Public IP: 42.108.243.8 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:50:42 IST Mon Jul 20 2020 | Duration: 1h:39m:25s | Inactivity:  0h:00m:00s | Bytes Tx: 60108078 | Bytes Rx: 15968791 | IP Addr: 10.150.239.25 | Public IP: 42.108.243.8 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:50:42 IST Mon Jul 20 2020 | Duration: 1h:39m:25s | Inactivity:  0h:00m:00s | Bytes Tx: 60108078 | Bytes Rx: 15968791 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 131377 | Audit Session ID: 0a96cf6a201310005f150d8a | Security Group Tag: none | EasyVPN: 0 |Session ID: 131377 | Audit Session ID: 0a96cf6a201310005f150d8a | Security Group Tag: none | EasyVPN: 0 ||
Username: SaMohant | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.239.29 | Public IP: 157.41.95.151 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:50:43 IST Mon Jul 20 2020 | Duration: 1h:39m:24s | Inactivity:  0h:00m:00s | Bytes Tx: 25167535 | Bytes Rx: 9917730 | IP Addr: 10.150.239.29 | Public IP: 157.41.95.151 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:50:43 IST Mon Jul 20 2020 | Duration: 1h:39m:24s | Inactivity:  0h:00m:00s | Bytes Tx: 25167535 | Bytes Rx: 9917730 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 131378 | Audit Session ID: 0a96cf6a201320005f150d8b | Security Group Tag: none | EasyVPN: 0 |Session ID: 131378 | Audit Session ID: 0a96cf6a201320005f150d8b | Security Group Tag: none | EasyVPN: 0 ||
Username: amroy | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.239.26 | Public IP: 171.48.42.36 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:50:48 IST Mon Jul 20 2020 | Duration: 1h:39m:19s | Inactivity:  0h:00m:00s | Bytes Tx: 79421648 | Bytes Rx: 49687527 | IP Addr: 10.150.239.26 | Public IP: 171.48.42.36 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:50:48 IST Mon Jul 20 2020 | Duration: 1h:39m:19s | Inactivity:  0h:00m:00s | Bytes Tx: 79421648 | Bytes Rx: 49687527 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 131379 | Audit Session ID: 0a96cf6a201330005f150d90 | Security Group Tag: none | EasyVPN: 0 |Session ID: 131379 | Audit Session ID: 0a96cf6a201330005f150d90 | Security Group Tag: none | EasyVPN: 0 ||
Username: LArya | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.239.28 | Public IP: 27.62.156.151 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:50:53 IST Mon Jul 20 2020 | Duration: 1h:39m:14s | Inactivity:  0h:00m:00s | Bytes Tx: 267858103 | Bytes Rx: 24186051 | IP Addr: 10.150.239.28 | Public IP: 27.62.156.151 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:50:53 IST Mon Jul 20 2020 | Duration: 1h:39m:14s | Inactivity:  0h:00m:00s | Bytes Tx: 267858103 | Bytes Rx: 24186051 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 131380 | Audit Session ID: 0a96cf6a201340005f150d95 | Security Group Tag: none | EasyVPN: 0 |Session ID: 131380 | Audit Session ID: 0a96cf6a201340005f150d95 | Security Group Tag: none | EasyVPN: 0 ||
Username: gajakare | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.239.27 | Public IP: 103.121.153.33 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:50:57 IST Mon Jul 20 2020 | Duration: 1h:39m:10s | Inactivity:  0h:00m:00s | Bytes Tx: 271935961 | Bytes Rx: 48073686 | IP Addr: 10.150.239.27 | Public IP: 103.121.153.33 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:50:57 IST Mon Jul 20 2020 | Duration: 1h:39m:10s | Inactivity:  0h:00m:00s | Bytes Tx: 271935961 | Bytes Rx: 48073686 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 131381 | Audit Session ID: 0a96cf6a201350005f150d99 | Security Group Tag: none | EasyVPN: 0 |Session ID: 131381 | Audit Session ID: 0a96cf6a201350005f150d99 | Security Group Tag: none | EasyVPN: 0 ||
Username: harsSuri | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.150.239.31 | Public IP: 122.161.157.51 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:51:24 IST Mon Jul 20 2020 | Duration: 1h:38m:43s | Inactivity:  0h:00m:00s | Bytes Tx: 35220503 | Bytes Rx: 6924808 | IP Addr: 10.150.239.31 | Public IP: 122.161.157.51 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:51:24 IST Mon Jul 20 2020 | Duration: 1h:38m:43s | Inactivity:  0h:00m:00s | Bytes Tx: 35220503 | Bytes Rx: 6924808 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 131382 | Audit Session ID: 0a96cf6a201360005f150db4 | Security Group Tag: none | EasyVPN: 0 |Session ID: 131382 | Audit Session ID: 0a96cf6a201360005f150db4 | Security Group Tag: none | EasyVPN: 0 ||
Username: aschaudh | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.239.34 | Public IP: 157.33.218.102 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:52:08 IST Mon Jul 20 2020 | Duration: 1h:37m:59s | Inactivity:  0h:00m:00s | Bytes Tx: 18424136 | Bytes Rx: 7124230 | IP Addr: 10.150.239.34 | Public IP: 157.33.218.102 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:52:08 IST Mon Jul 20 2020 | Duration: 1h:37m:59s | Inactivity:  0h:00m:00s | Bytes Tx: 18424136 | Bytes Rx: 7124230 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 131384 | Audit Session ID: 0a96cf6a201380005f150de0 | Security Group Tag: none | EasyVPN: 0 |Session ID: 131384 | Audit Session ID: 0a96cf6a201380005f150de0 | Security Group Tag: none | EasyVPN: 0 ||
Username: deepband | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.150.238.192 | Public IP: 103.86.181.179 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:52:36 IST Mon Jul 20 2020 | Duration: 1h:37m:31s | Inactivity:  0h:00m:00s | Bytes Tx: 1239635251 | Bytes Rx: 137598492 | IP Addr: 10.150.238.192 | Public IP: 103.86.181.179 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:52:36 IST Mon Jul 20 2020 | Duration: 1h:37m:31s | Inactivity:  0h:00m:00s | Bytes Tx: 1239635251 | Bytes Rx: 137598492 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 131386 | Audit Session ID: 0a96cf6a2013a0005f150dfc | Security Group Tag: none | EasyVPN: 0 |Session ID: 131386 | Audit Session ID: 0a96cf6a2013a0005f150dfc | Security Group Tag: none | EasyVPN: 0 ||
Username: SRajput | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.150.238.212 | Public IP: 42.108.240.144 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:52:38 IST Mon Jul 20 2020 | Duration: 1h:37m:29s | Inactivity:  0h:00m:00s | Bytes Tx: 61995549 | Bytes Rx: 23225201 | IP Addr: 10.150.238.212 | Public IP: 42.108.240.144 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:52:38 IST Mon Jul 20 2020 | Duration: 1h:37m:29s | Inactivity:  0h:00m:00s | Bytes Tx: 61995549 | Bytes Rx: 23225201 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 131387 | Audit Session ID: 0a96cf6a2013b0005f150dfe | Security Group Tag: none | EasyVPN: 0 |Session ID: 131387 | Audit Session ID: 0a96cf6a2013b0005f150dfe | Security Group Tag: none | EasyVPN: 0 ||
Username: ojakhadi | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.239.41 | Public IP: 103.208.69.132 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:52:41 IST Mon Jul 20 2020 | Duration: 1h:37m:26s | Inactivity:  0h:00m:00s | Bytes Tx: 52637564 | Bytes Rx: 56949559 | IP Addr: 10.150.239.41 | Public IP: 103.208.69.132 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:52:41 IST Mon Jul 20 2020 | Duration: 1h:37m:26s | Inactivity:  0h:00m:00s | Bytes Tx: 52637564 | Bytes Rx: 56949559 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 131388 | Audit Session ID: 0a96cf6a2013c0005f150e01 | Security Group Tag: none | EasyVPN: 0 |Session ID: 131388 | Audit Session ID: 0a96cf6a2013c0005f150e01 | Security Group Tag: none | EasyVPN: 0 ||
Username: vaibhav.chaple | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.239.35 | Public IP: 103.229.247.39 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:52:43 IST Mon Jul 20 2020 | Duration: 1h:37m:24s | Inactivity:  0h:00m:00s | Bytes Tx: 211179129 | Bytes Rx: 57773372 | IP Addr: 10.150.239.35 | Public IP: 103.229.247.39 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:52:43 IST Mon Jul 20 2020 | Duration: 1h:37m:24s | Inactivity:  0h:00m:00s | Bytes Tx: 211179129 | Bytes Rx: 57773372 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 131389 | Audit Session ID: 0a96cf6a2013d0005f150e03 | Security Group Tag: none | EasyVPN: 0 |Session ID: 131389 | Audit Session ID: 0a96cf6a2013d0005f150e03 | Security Group Tag: none | EasyVPN: 0 ||
Username: Arpittri | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.239.36 | Public IP: 47.8.91.95 | Protocol: AnyConnect-Parent | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none | Login Time: 08:52:53 IST Mon Jul 20 2020 | Duration: 1h:37m:14s | Inactivity:  0h:00m:00s | Bytes Tx: 163491235 | Bytes Rx: 61479275 | IP Addr: 10.150.239.36 | Public IP: 47.8.91.95 | Protocol: AnyConnect-Parent | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none | Login Time: 08:52:53 IST Mon Jul 20 2020 | Duration: 1h:37m:14s | Inactivity:  0h:00m:00s | Bytes Tx: 163491235 | Bytes Rx: 61479275 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 131391 | Audit Session ID: 0a96cf6a2013f0005f150e0d | Security Group Tag: none | EasyVPN: 0 |Session ID: 131391 | Audit Session ID: 0a96cf6a2013f0005f150e0d | Security Group Tag: none | EasyVPN: 0 ||
Username: Tushark | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.239.37 | Public IP: 106.220.222.97 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:53:03 IST Mon Jul 20 2020 | Duration: 1h:37m:04s | Inactivity:  0h:00m:00s | Bytes Tx: 55341162 | Bytes Rx: 25767094 | IP Addr: 10.150.239.37 | Public IP: 106.220.222.97 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:53:03 IST Mon Jul 20 2020 | Duration: 1h:37m:04s | Inactivity:  0h:00m:00s | Bytes Tx: 55341162 | Bytes Rx: 25767094 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 131392 | Audit Session ID: 0a96cf6a201400005f150e17 | Security Group Tag: none | EasyVPN: 0 |Session ID: 131392 | Audit Session ID: 0a96cf6a201400005f150e17 | Security Group Tag: none | EasyVPN: 0 ||
Username: rvarma | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.239.38 | Public IP: 1.186.189.60 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:53:16 IST Mon Jul 20 2020 | Duration: 1h:36m:51s | Inactivity:  0h:00m:00s | Bytes Tx: 52992587 | Bytes Rx: 12517800 | IP Addr: 10.150.239.38 | Public IP: 1.186.189.60 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:53:16 IST Mon Jul 20 2020 | Duration: 1h:36m:51s | Inactivity:  0h:00m:00s | Bytes Tx: 52992587 | Bytes Rx: 12517800 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 131393 | Audit Session ID: 0a96cf6a201410005f150e24 | Security Group Tag: none | EasyVPN: 0 |Session ID: 131393 | Audit Session ID: 0a96cf6a201410005f150e24 | Security Group Tag: none | EasyVPN: 0 ||
Username: avenue.koul | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.150.239.39 | Public IP: 45.127.44.27 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:53:20 IST Mon Jul 20 2020 | Duration: 1h:36m:47s | Inactivity:  0h:00m:00s | Bytes Tx: 386136509 | Bytes Rx: 192894788 | IP Addr: 10.150.239.39 | Public IP: 45.127.44.27 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:53:20 IST Mon Jul 20 2020 | Duration: 1h:36m:47s | Inactivity:  0h:00m:00s | Bytes Tx: 386136509 | Bytes Rx: 192894788 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 131394 | Audit Session ID: 0a96cf6a201420005f150e28 | Security Group Tag: none | EasyVPN: 0 |Session ID: 131394 | Audit Session ID: 0a96cf6a201420005f150e28 | Security Group Tag: none | EasyVPN: 0 ||
Username: rushejul | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.239.40 | Public IP: 42.106.116.31 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:53:30 IST Mon Jul 20 2020 | Duration: 1h:36m:37s | Inactivity:  0h:00m:00s | Bytes Tx: 215130194 | Bytes Rx: 30250131 | IP Addr: 10.150.239.40 | Public IP: 42.106.116.31 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:53:30 IST Mon Jul 20 2020 | Duration: 1h:36m:37s | Inactivity:  0h:00m:00s | Bytes Tx: 215130194 | Bytes Rx: 30250131 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 131395 | Audit Session ID: 0a96cf6a201430005f150e32 | Security Group Tag: none | EasyVPN: 0 |Session ID: 131395 | Audit Session ID: 0a96cf6a201430005f150e32 | Security Group Tag: none | EasyVPN: 0 ||
Username: mjakkula | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.238.232 | Public IP: 103.203.172.242 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:54:25 IST Mon Jul 20 2020 | Duration: 1h:35m:42s | Inactivity:  0h:00m:00s | Bytes Tx: 63051601 | Bytes Rx: 14839518 | IP Addr: 10.150.238.232 | Public IP: 103.203.172.242 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:54:25 IST Mon Jul 20 2020 | Duration: 1h:35m:42s | Inactivity:  0h:00m:00s | Bytes Tx: 63051601 | Bytes Rx: 14839518 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 131396 | Audit Session ID: 0a96cf6a201440005f150e69 | Security Group Tag: none | EasyVPN: 0 |Session ID: 131396 | Audit Session ID: 0a96cf6a201440005f150e69 | Security Group Tag: none | EasyVPN: 0 ||
Username: tchawan | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.238.240 | Public IP: 106.193.138.84 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:57:09 IST Mon Jul 20 2020 | Duration: 1h:32m:58s | Inactivity:  0h:00m:00s | Bytes Tx: 243373176 | Bytes Rx: 37061748 | IP Addr: 10.150.238.240 | Public IP: 106.193.138.84 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:57:09 IST Mon Jul 20 2020 | Duration: 1h:32m:58s | Inactivity:  0h:00m:00s | Bytes Tx: 243373176 | Bytes Rx: 37061748 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 131398 | Audit Session ID: 0a96cf6a201460005f150f0d | Security Group Tag: none | EasyVPN: 0 |Session ID: 131398 | Audit Session ID: 0a96cf6a201460005f150f0d | Security Group Tag: none | EasyVPN: 0 ||
