001NEWY623031730551,192.168.248.78,1/1/3:3650,Details not found from service_id command
001NEWY623032378499,192.168.201.187,1/2/39.251,Details not found from port_no command
001NEWY623033326964,192.168.248.78,1/1/3:559,unable to handle error
001NEWY623033329950,192.168.248.78,1/1/3:568,unable to handle error
001NEWY623033443579,192.168.248.78,1/1/3:530,Details not found from service_id command
001NEWY623033551761,192.168.248.78,1/1/3:578,unable to handle error
001NEWY623033708998,192.168.248.78,1/1/3:3651,Details not found from service_id command
001NEWY623034442378,192.168.248.78,1/1/3:555,Details not found from both service_id and inventory_port_no command
001NEWY623034515183,192.168.248.78,1/1/3:530,unable to handle error
001NORT623016751061,192.168.248.78,1/1/3:125,Details not found from both service_id and inventory_port_no command
001OAKB623017481364,192.168.248.78,1/1/3:122,Details not found from both service_id and inventory_port_no command
001OAKL623017358182,192.168.248.78,1/1/3:111,Details not found from both service_id and inventory_port_no command
001PARK623031986801,192.168.248.78,1/1/3:525,Details not found from service_id command
001PHOE623017348170,192.168.248.78,1/1/3:517,Details not found from service_id command
001PORT623034852000,192.168.248.78,1/1/3:517,Details not found from service_id command
001ROCH623018038662,192.168.248.78,1/1/3:517,Details not found from service_id command
001SADD623033799761,192.168.248.78,1/1/3:515,Details not found from service_id command
001SANT623016713763,192.168.251.17,3/1/2:521,unable to handle error
﻿001SANT623016713824,192.168.251.17,3/1/2:520,Details not found from service_id command
001SANT623018113357,192.168.248.78,1/1/3:510,unable to handle error
001SANT623018117671,192.168.248.78,1/1/3:105,unable to handle error
001SANT623018212814,192.168.248.78,1/1/3:110,Details not found from service_id command
001SANT623032211514,192.168.251.17,10/1/9:123,unable to handle error
001SANT623033326980,192.168.248.78,1/1/3:559,unable to handle error
001SANT623033329966,192.168.248.78,1/1/3:568,unable to handle error
001SANT623034515212,192.168.251.17,1/1/3:530,unable to handle error
001SEAT623029207615,192.168.248.78,1/1/3:525,Details not found from service_id command
001SILV623029323409,192.168.248.78,1/1/3:540,Details not found from both service_id and inventory_port_no command
001SOUT623013088999,192.168.248.78,1/1/3:3609,Details not found from service_id command
001STBL623029323083,192.168.248.78,1/1/3:540,Details not found from both service_id and inventory_port_no command
001SUMM623011044960,192.168.248.78,1/1/3:525,Details not found from service_id command
001SUMM623011044985,192.168.248.78,1/1/3:525,Details not found from service_id command
001SUMM623011477452,192.168.248.78,1/1/3:525,Details not found from service_id command
001SUNR623033916322,192.168.248.78,1/1/3:565,Details not found from service_id command
001TETE623012436042,192.168.248.78,1/1/3:3644,Details not found from service_id command
001THEW623032184462,192.168.248.78,1/1/3:322,Details not found from both service_id and inventory_port_no command
001VIRG623016726881,192.168.248.78,1/1/3:519,Details not found from service_id command
001WATE623029380947,192.168.248.78,1/1/3:525,Details not found from service_id command
007AKTA623017348340,192.168.246.170,10/1/1:517,Details not found from service_id command
007ASTA623017348195,192.168.246.170,10/1/1:156,Details not found from both service_id and inventory_port_no command
007ATYR623017348220,192.168.246.170,10/1/1:695,Details not found from both service_id and inventory_port_no command
007MOSC623012625353,192.168.246.170,10/1/1:235,Details not found from both service_id and inventory_port_no command
007MOSC623012625398,192.168.250.16,1/1/10:3639,Details not found from service_id command
007MOSC623016726741,192.168.246.170,10/1/1:172,Details not found from both service_id and inventory_port_no command
007MOSC623030850997,192.168.246.170,044X/SRFD/VSN/GBR-044X/SRFD/VSN/GBR IPBxxx_Port_A,Details not found from both service_id and inventory_port_no command
007MOSC623031191562,192.168.246.170,10/1/1:191,Details not found from both service_id and inventory_port_no command
007MOSC623031191578,192.168.246.170,10/1/1:192,Details not found from both service_id and inventory_port_no command
007MOSC623031951213,192.168.246.170,10/1/1:353,Details not found from service_id command
007MOSC623033384730,192.168.246.170,10/1/1:3607,Details not found from service_id command
007SAIN623018336545,192.168.246.170,10/1/1:727,Details not found from both service_id and inventory_port_no command
007SHEB623029323234,192.168.246.170,10/1/1:184,Details not found from both service_id and inventory_port_no command
020ALEX623017167601,192.168.250.16,1/1/10:119,Details not found from both service_id and inventory_port_no command
020CAIR623015166800,192.168.246.170,10/1/1:3607,Details not found from service_id command
020CAIR623031076465,192.168.246.170,10/1/1:353,Details not found from service_id command
020CAIR623031330142,192.168.246.170,10/1/1:776,Details not found from both service_id and inventory_port_no command
020CAIR623031484423,192.168.246.170,10/1/1:517,Details not found from service_id command
020CAIR623031805942,192.168.246.170,10/1/1:103,Details not found from both service_id and inventory_port_no command
020COUR623029393527,192.168.246.170,10/1/1:185,Details not found from both service_id and inventory_port_no command
020COUR623029625412,192.168.246.170,10/1/1:206,Details not found from both service_id and inventory_port_no command
020GIZA623033754066,192.168.246.170,10/1/1:541,Details not found from both service_id and inventory_port_no command
020OCTO623016353987,192.168.246.170,10/1/1:3607,Details not found from service_id command
﻿020SUEZ623017358602,192.168.246.170,10/1/1:682,Details not found from both service_id and inventory_port_no command
027ALBE623029453393,192.168.246.170,10/1/1:107,Details not found from service_id command
027BLOE623034359073,192.168.194.177,5/1/2:145,Details not found from both service_id and inventory_port_no command
027CAPE623017348829,192.168.246.170,10/1/1:155,Details not found from both service_id and inventory_port_no command
027CAPE623030957303,192.168.246.170,10/1/1:214,Details not found from both service_id and inventory_port_no command
027CHLO623031740375,192.168.246.170,10/1/1:776,Details not found from both service_id and inventory_port_no command
027CHLO623032750997,192.168.246.170,10/1/1:776,Details not found from both service_id and inventory_port_no command
027DURB623017358577,192.168.246.170,10/1/1:295,Details not found from both service_id and inventory_port_no command
027DURB623034359184,192.168.194.177,5/1/2:104,Details not found from both service_id and inventory_port_no command
027GAUT623033446236,192.168.254.39,5/1/6:573,Details not found from service_id command
027ISAN623012625506,192.168.246.170,10/1/1:3607,Details not found from service_id command
027JOHA623015162454,192.168.246.170,10/1/1:385,Details not found from both service_id and inventory_port_no command
027JOHA623030942923,192.168.246.170,10/1/1:776,Details not found from both service_id and inventory_port_no command
027JOHA623030942948,192.168.246.170,10/1/1:3607,Details not found from service_id command
027JOHA623030943000,192.168.246.170,10/1/1:3607,Details not found from service_id command
027JOHA623034367247,192.168.194.177,5/1/2:111,Details not found from both service_id and inventory_port_no command
027KRUG623031729327,192.168.246.170,10/1/1:776,Details not found from both service_id and inventory_port_no command
027PAAR623030236632,192.168.194.178,lag-1:353,unable to handle error
﻿027RAND623031729352,192.168.246.170,10/1/1:776,Details not found from both service_id and inventory_port_no command
027RICH623031729377,192.168.246.170,10/1/1:776,Details not found from both service_id and inventory_port_no command
027ROSS623033532107,192.168.194.177,5/1/2:234,Details not found from both service_id and inventory_port_no command
027SASO623031413447,192.168.246.170,10/1/1:776,Details not found from both service_id and inventory_port_no command
﻿030ATHE623031119243,192.168.246.170,10/1/1:353,Details not found from service_id command
030ATHE623031330117,192.168.246.170,10/1/1:776,Details not found from both service_id and inventory_port_no command
031AMER623034845225,192.168.246.170,10/1/1:358,Details not found from service_id command
031ROTT623015013292,192.168.246.170,10/1/1:3618,Details not found from service_id command
031UTRE623034315670,192.168.246.170,10/1/1:518,Details not found from service_id command
031ROTT623029557721,192.168.246.170,10/1/1:358,Details not found from service_id command
031ROTT623029744908,192.168.246.170,10/1/1:358,Details not found from service_id command
031DRAC623017167545,192.168.246.170,10/1/1:146,Details not found from both service_id and inventory_port_no command
032ANTW623014003267,192.168.246.170,10/1/1:3618,Details not found from service_id command
031ROTT623029169328,192.168.246.170,10/1/1:365,Details not found from service_id command
﻿031ROTT623029557721,192.168.246.170,10/1/1:358,Details not found from service_id command
031ROTT623029744908,192.168.246.170,10/1/1:358,Details not found from service_id command
031UTRE623034315670,192.168.246.170,10/1/1:518,Details not found from service_id command
﻿032ANTW623014003267,192.168.246.170,10/1/1:3618,Details not found from service_id command
032LOUV623031677904,192.168.246.170,10/1/1:776,Details not found from both service_id and inventory_port_no command
032MECH623033446261,192.168.254.39,5/1/6:573,Details not found from service_id command
032OLEN623029559124,192.168.246.170,10/1/1:358,Details not found from service_id command
032OLEN623032662519,192.168.246.170,10/1/1:358,Details not found from service_id command
032ZWIJ623029305312,192.168.246.170,10/1/1:3618,Details not found from service_id command
033ANTR623029323259,192.168.246.170,10/1/1:3607,Details not found from service_id command
033BERR623029323334,192.168.246.170,10/1/1:3607,Details not found from service_id command
033BEZI623034112174,192.168.246.170,10/1/1:3618,Details not found from service_id command
033CENO623033335704,192.168.246.170,10/1/1:3618,Details not found from service_id command
033CERG623031251105,192.168.246.170,10/1/1:776,Details not found from both service_id and inventory_port_no command
033CHAC623029323359,192.168.246.170,10/1/1:3607,Details not found from service_id command
033CHOI623031187283,192.168.246.170,10/1/1:574,Details not found from both service_id and inventory_port_no command
033CLAM623015750042,192.168.246.170,10/1/1:358,Details not found from service_id command
033CLIC623012628891,192.168.246.170,10/1/1:3607,Details not found from service_id command
033COSS623029323284,192.168.246.170,10/1/1:3607,Details not found from service_id command
033COUD623034112153,192.168.246.170,10/1/1:3618,Details not found from service_id command
033ECKB623034112059,192.168.246.170,10/1/1:3618,Details not found from service_id command
033ELAN623030685299,192.168.246.170,10/1/1:3618,Details not found from service_id command
033ELVE623029323042,192.168.246.170,10/1/1:3607,Details not found from service_id command
033ILLK623034112090,192.168.246.170,10/1/1:3618,Details not found from service_id command
033LANG623029323545,192.168.246.170,10/1/1:3607,Details not found from service_id command
033LECA623018599998,192.168.246.171,2/2/3:657,Details not found from service_id command
033LECA623018604468,192.168.246.170,10/1/1:3667,Details not found from service_id command
033LEHA623017358257,192.168.246.170,10/1/1:678,Details not found from both service_id and inventory_port_no command
033LEPL623030481214,192.168.246.170,10/1/1:358,Details not found from service_id command
033LESQ623034112111,192.168.246.170,10/1/1:3618,Details not found from service_id command
033LETR623032617497,192.168.246.170,10/1/1:776,Details not found from both service_id and inventory_port_no command
033LISS623032666588,192.168.246.170,10/1/1:358,Details not found from service_id command
﻿033MAGN623018403831,192.168.246.170,10/1/1:292,Details not found from both service_id and inventory_port_no command
033MOUG623029559359,192.168.246.170,10/1/1:358,Details not found from service_id command
033NANT623010021979,192.168.246.170,10/1/1:3660,Details not found from service_id command
033NEVE623034112195,192.168.246.170,10/1/1:3618,Details not found from service_id command
033ORME623034112216,192.168.246.170,10/1/1:3618,Details not found from service_id command
033PARA623015162404,192.168.246.170,10/1/1:393,Details not found from both service_id and inventory_port_no command
033PARA623030521533,192.168.246.170,10/1/1:661,Details not found from both service_id and inventory_port_no command
033PARI623016638179,192.168.246.170,10/1/1:100,Details not found from both service_id and inventory_port_no command
033PARI623018319592,192.168.246.170,10/1/1:725,Details not found from both service_id and inventory_port_no command
﻿033PARI623031219093,192.168.246.170,10/1/1:641,Details not found from both service_id and inventory_port_no command
033PARI623031837956,192.168.194.34,2/2/17:587,unable to handle error
033PARI623032100429,192.168.246.170,10/1/1:777,unable to handle error
033PARI623033442764,192.168.246.170,10/1/1:573,Details not found from service_id command
033PORT623031808282,192.168.246.170,10/1/1:776,Details not found from both service_id and inventory_port_no command
033RENN623029322988,192.168.246.170,10/1/1:509,Details not found from both service_id and inventory_port_no command
033RENN623029323026,192.168.246.170,10/1/1:509,Details not found from both service_id and inventory_port_no command
033ROMO623031187308,192.168.246.170,10/1/1:776,Details not found from both service_id and inventory_port_no command
033ROMO623031192630,192.168.246.170,10/1/1:776,Details not found from both service_id and inventory_port_no command
033SAIN623029323004,192.168.246.170,10/1/1:3607,Details not found from service_id command
033SAIN623031685092,192.168.246.170,10/1/1:776,Details not found from both service_id and inventory_port_no command
033SERR623031069371,192.168.246.170,10/1/1:3618,Details not found from service_id command
033VILL623029323309,192.168.246.170,10/1/1:3607,Details not found from service_id command
033WAMB623034112132,192.168.246.170,10/1/1:3618,Details not found from service_id command
034ALGE623030443091,192.168.246.170,10/1/1:517,Details not found from service_id command
034ALME623031163038,192.168.246.170,10/1/1:3618,Details not found from service_id command
034ALOV623029556739,192.168.246.170,10/1/1:358,Details not found from service_id command
034BARC623015005777,192.168.246.170,10/1/1:3618,Details not found from service_id command
034BARC623029212336,192.168.194.239,1/1/6:961,Details not found from service_id command
034BARC623029559919,192.168.246.170,10/1/1:358,Details not found from service_id command
034BARC623029707086,192.168.246.170,10/1/1:3618,Details not found from service_id command
034BURG623031162985,192.168.246.170,10/1/1:3618,Details not found from service_id command
034CAUD623029556823,192.168.246.170,10/1/1:358,Details not found from service_id command
034COSL623031162751,192.168.246.170,10/1/1:3618,Details not found from service_id command
034GRAN623029557493,192.168.246.170,10/1/1:358,Details not found from service_id command
034GRAN623034530818,192.168.246.170,10/1/1:3618,Details not found from service_id command
034LACA623031639224,192.168.246.170,10/1/1:776,Details not found from both service_id and inventory_port_no command
034LEIO623017349104,192.168.246.170,10/1/1:142,Details not found from both service_id and inventory_port_no command
034LLEI623029323058,192.168.246.170,10/1/1:3607,Details not found from service_id command
034MADR623016726955,192.168.246.170,10/1/1:715,Details not found from both service_id and inventory_port_no command
034MADR623016833249,192.168.246.170,10/1/1:118,Details not found from both service_id and inventory_port_no command
034MADR623029556865,192.168.246.170,10/1/1:358,Details not found from service_id command
034MADR623032662494,192.168.246.170,10/1/1:358,Details not found from service_id command
034MADR623032662615,192.168.246.170,10/1/1:358,Details not found from service_id command
034MADR623033269966,192.168.246.170,10/1/1:353,Details not found from service_id command
034MADR623033446863,192.168.246.170,10/1/1:573,Details not found from service_id command
034MALA623031774908,192.168.246.170,10/1/1:3618,Details not found from service_id command
034MARR623031162840,192.168.246.170,10/1/1:3618,Details not found from service_id command
034OSUN623029556902,192.168.246.170,10/1/1:358,Details not found from service_id command
034PALL623031162776,192.168.246.170,10/1/1:3618,Details not found from service_id command
034PARE623012649210,192.168.246.170,10/1/1:192,Details not found from both service_id and inventory_port_no command
034PINT623015005827,192.168.246.170,10/1/1:3618,Details not found from service_id command
034RIBA623031162927,192.168.246.170,10/1/1:3618,Details not found from service_id command
034SANT623031638199,192.168.246.170,10/1/1:776,Details not found from both service_id and inventory_port_no command
034SANT623031674349,192.168.246.170,10/1/1:776,Details not found from both service_id and inventory_port_no command
034SEVI623015013039,192.168.246.170,10/1/1:3618,Details not found from service_id command
034SEVI623031162865,192.168.246.170,10/1/1:3618,Details not found from service_id command
034TENE623029556944,192.168.246.170,10/1/1:358,Details not found from service_id command
034TOLE623031293310,192.168.246.170,10/1/1:776,Details not found from both service_id and inventory_port_no command
034VALE623034846519,192.168.246.170,10/1/1:673,Details not found from both service_id and inventory_port_no command
034VALL623031163013,192.168.246.170,10/1/1:3618,Details not found from service_id command
034ZARA623017348904,192.168.246.170,10/1/1:517,Details not found from service_id command
036BELE623029323209,192.168.246.170,10/1/1:3607,Details not found from service_id command
036BUDA623017358057,192.168.246.170,10/1/1:681,Details not found from both service_id and inventory_port_no command
036BUDA623018685653,192.168.246.170,10/1/1:731,Details not found from service_id command
036BUDA623031012772,192.168.246.170,10/1/1:353,Details not found from service_id command
036BUDA623032011106,192.168.246.170,10/1/1:353,Details not found from service_id command
036BUDA623034961619,192.168.246.170,10/1/1:3683,unable to handle error
036BUDA623034961635,192.168.246.170,10/1/1:587,Details not found from port_no command
036DUNA623015006144,192.168.246.170,044X/SRFD/VSN/GBR-044X/SRFD/VSN/GBR IPBxxx_Port_A,Details not found from both service_id and inventory_port_no command
﻿036ERD0623033753309,192.168.246.170,10/1/1:541,Details not found from both service_id and inventory_port_no command
036GYAL623029557914,192.168.246.170,10/1/1:358,Details not found from service_id command
036KECS623030682375,192.168.246.170,10/1/1:3660,Details not found from service_id command
036TATA623033290335,192.168.246.170,10/1/1:3618,Details not found from service_id command
039ASSI623018682174,192.168.246.170,10/1/1:731,Details not found from service_id command
039BARI623017348879,192.168.246.170,10/1/1:145,Details not found from both service_id and inventory_port_no command
039BOLO623029972323,192.168.246.170,10/1/1:3618,Details not found from service_id command
039BOLO623029972343,192.168.246.170,10/1/1:3618,Details not found from service_id command
039BOMP623029557293,192.168.246.170,10/1/1:358,Details not found from service_id command
039CALE623031579397,192.168.246.170,10/1/1:518,Details not found from service_id command
039CAST623031185188,192.168.246.170,10/1/1:3618,Details not found from service_id command
039CATA623017349004,192.168.246.170,10/1/1:517,Details not found from service_id command
039CATA623029744880,192.168.246.170,10/1/1:358,Details not found from service_id command
039EMIL623033197320,192.168.246.170,10/1/1:3618,Details not found from service_id command
039FIUM623029780489,192.168.246.170,10/1/1:731,Details not found from service_id command
039GENO623017358727,192.168.246.170,10/1/1:696,Details not found from both service_id and inventory_port_no command
039LOMA623031317897,192.168.246.170,10/1/1:776,Details not found from both service_id and inventory_port_no command
039LUZZ623032581435,192.168.246.170,10/1/1:3618,Details not found from service_id command
039MASS623029557335,192.168.246.170,10/1/1:358,Details not found from service_id command
039MEST623017358032,192.168.246.170,10/1/1:517,Details not found from service_id command
039MILA623011018805,192.168.246.170,10/1/1:3618,Details not found from service_id command
039MILA623016727005,192.168.246.170,044X/SRFD/VSN/GBR-044X/SRFD/VSN/GBR IPBxxx_Port_A,Details not found from both service_id and inventory_port_no command
039MILA623017537756,192.168.246.170,10/1/1:3607,Details not found from service_id command
039MILA623018294675,192.168.246.170,10/1/1:375,Details not found from service_id command
039MILA623032001129,192.168.246.170,10/1/1:353,Details not found from service_id command
039MILA623032011312,192.168.246.170,10/1/1:353,Details not found from service_id command
039MILA623033445295,192.168.246.170,10/1/1:573,Details not found from service_id command
039MODE623030396165,192.168.246.170,10/1/1:3618,Details not found from service_id command
039MONT623029557372,192.168.246.170,10/1/1:358,Details not found from service_id command
039NOVA623031294952,192.168.246.170,10/1/1:776,Details not found from both service_id and inventory_port_no command
039OSNA623031573970,192.168.246.170,10/1/1:518,Details not found from service_id command
039PADE623031295695,192.168.246.170,10/1/1:776,Details not found from both service_id and inventory_port_no command
039PARM623031573990,192.168.246.170,10/1/1:518,Details not found from service_id command
039POGL623031308539,192.168.246.170,10/1/1:776,Details not found from both service_id and inventory_port_no command
039POME623033096816,192.168.246.170,10/1/1:3618,Details not found from service_id command
039PRAT623031144140,192.168.246.170,10/1/1:3618,Details not found from service_id command
039PREG623031251144,192.168.246.170,10/1/1:3618,Details not found from service_id command
039PUGL623031575420,192.168.246.170,10/1/1:3618,Details not found from service_id command
039RIVO623031144115,192.168.246.170,10/1/1:3618,Details not found from service_id command
039ROBB623031317923,192.168.246.170,10/1/1:776,Details not found from both service_id and inventory_port_no command
039ROLO623031163063,192.168.246.170,10/1/1:3618,Details not found from service_id command
039ROME623031012822,192.168.246.170,10/1/1:353,Details not found from service_id command
039ROME623031406064,192.168.246.170,10/1/1:353,Details not found from service_id command
039SANG623031299159,192.168.246.170,10/1/1:776,Details not found from both service_id and inventory_port_no command
039SANG623032584623,192.168.246.170,10/1/1:3618,Details not found from service_id command
039SANG623032584649,192.168.246.170,10/1/1:3618,Details not found from service_id command
039SETT623030739096,192.168.246.170,10/1/1:731,Details not found from service_id command
039TORI623018567285,192.168.246.170,10/1/1:517,Details not found from service_id command
039TORR623032826214,192.168.246.170,10/1/1:3618,Details not found from service_id command
039TREV623033383841,192.168.246.170,10/1/1:358,Details not found from service_id command
039TREV623033383861,192.168.246.170,10/1/1:358,Details not found from service_id command
039VARE623031078861,192.168.246.170,10/1/1:3618,Details not found from service_id command
039VENE623033121768,192.168.246.170,10/1/1:3618,Details not found from service_id command
039VILL623018682206,192.168.246.170,10/1/1:731,Details not found from service_id command
040BUCH623029556640,192.168.246.170,10/1/1:358,Details not found from service_id command
040CHIT623029558771,192.168.246.170,10/1/1:358,Details not found from service_id command
040DEVA623029556697,192.168.246.170,10/1/1:358,Details not found from service_id command
040DEVA623032662735,192.168.246.170,10/1/1:358,Details not found from service_id command
040ILFO623033364947,192.168.246.170,10/1/1:3618,Details not found from service_id command
040PITE623016727390,192.168.246.170,10/1/1:520,Details not found from service_id command
040PODA623033354024,192.168.246.170,10/1/1:776,Details not found from both service_id and inventory_port_no command
040TIMI623009942675,192.168.246.170,10/1/1:3660,Details not found from service_id command
040TIMI623034260835,192.168.246.170,10/1/1:541,Details not found from both service_id and inventory_port_no command
041CHAV623015013142,192.168.246.170,10/1/1:387,Details not found from both service_id and inventory_port_no command
041CRIS623034386193,192.168.246.170,10/1/1:731,Details not found from service_id command
041DIET623018685425,192.168.246.170,10/1/1:731,Details not found from service_id command
041DIET623034681658,192.168.246.170,10/1/1:3618,Details not found from service_id command
041GENE623031478521,192.168.246.170,10/1/1:353,Details not found from service_id command
041GIVI623018685441,192.168.246.170,10/1/1:731,Details not found from service_id command
041OENS623029556212,192.168.246.170,10/1/1:358,Details not found from service_id command
041OENS623030715613,192.168.246.170,10/1/1:3618,Details not found from service_id command
041RHAE623018685457,192.168.246.170,10/1/1:731,Details not found from service_id command
041RICK623034316477,192.168.246.170,10/1/1:731,Details not found from service_id command
041THUN623034362985,192.168.246.170,10/1/1:731,Details not found from service_id command
041URDO623029310194,192.168.246.170,10/1/1:3618,Details not found from service_id command
041WALL623018685621,192.168.246.170,10/1/1:731,Details not found from service_id command
041WINT623030322698,192.168.246.170,10/1/1:358,Details not found from service_id command
041ZURI623016833314,192.168.246.170,10/1/1:375,Details not found from service_id command
041ZURI623031162568,192.168.246.170,10/1/1:453,Details not found from both service_id and inventory_port_no command
041ZURI623033446873,192.168.246.170,10/1/1:573,Details not found from service_id command
043BRAU623034323719,192.168.246.170,10/1/1:541,Details not found from both service_id and inventory_port_no command
043GROB623032001452,192.168.246.170,10/1/1:358,Details not found from service_id command
043KORN623029558912,192.168.246.170,10/1/1:358,Details not found from service_id command
043VIEN623012628621,192.168.246.170,10/1/1:3607,Details not found from service_id command
043VOMP623029558366,192.168.246.170,10/1/1:358,Details not found from service_id command
043WELS623032123425,192.168.246.170,10/1/1:3644,Details not found from service_id command
043WIEN623015175246,192.168.246.170,10/1/1:3618,Details not found from service_id command
044ABER623013815646,192.168.246.170,10/1/1:3618,Details not found from service_id command
