sh vpn-session full anyconnect

Session Type: AnyConnect ||

Username: NikSomas | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.236.171 | Public IP: 182.73.130.235 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:08:53 IST Thu Jul 2 2020 | Duration: 18d 0h:51m:15s | Inactivity:  0h:00m:00s | Bytes Tx: 2603312717 | Bytes Rx: 2723426080 | IP Addr: 10.150.236.171 | Public IP: 182.73.130.235 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:08:53 IST Thu Jul 2 2020 | Duration: 18d 0h:51m:15s | Inactivity:  0h:00m:00s | Bytes Tx: 2603312717 | Bytes Rx: 2723426080 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 84317 | Audit Session ID: 0a96cf691495d0005efd64dd | Security Group Tag: none | EasyVPN: 0 |Session ID: 84317 | Audit Session ID: 0a96cf691495d0005efd64dd | Security Group Tag: none | EasyVPN: 0 ||
Username: sganjale | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: ETAC1 | IP Addr: 10.150.245.254 | Public IP: 183.87.152.164 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:07:33 IST Mon Jul 20 2020 | Duration: 1h:52m:35s | Inactivity:  0h:00m:00s | Bytes Tx: 370210370 | Bytes Rx: 89463337 | IP Addr: 10.150.245.254 | Public IP: 183.87.152.164 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:07:33 IST Mon Jul 20 2020 | Duration: 1h:52m:35s | Inactivity:  0h:00m:00s | Bytes Tx: 370210370 | Bytes Rx: 89463337 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 142623 | Audit Session ID: 0a96cf6922d1f0005f15117d | Security Group Tag: none | EasyVPN: 0 |Session ID: 142623 | Audit Session ID: 0a96cf6922d1f0005f15117d | Security Group Tag: none | EasyVPN: 0 ||
Username: gurdeepb | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.150.237.204 | Public IP: 103.251.220.87 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:08:11 IST Mon Jul 20 2020 | Duration: 1h:51m:57s | Inactivity:  0h:00m:00s | Bytes Tx: 444736886 | Bytes Rx: 32604283 | IP Addr: 10.150.237.204 | Public IP: 103.251.220.87 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:08:11 IST Mon Jul 20 2020 | Duration: 1h:51m:57s | Inactivity:  0h:00m:00s | Bytes Tx: 444736886 | Bytes Rx: 32604283 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 142624 | Audit Session ID: 0a96cf6922d200005f1511a3 | Security Group Tag: none | EasyVPN: 0 |Session ID: 142624 | Audit Session ID: 0a96cf6922d200005f1511a3 | Security Group Tag: none | EasyVPN: 0 ||
Username: vphatak | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.205 | Public IP: 45.119.151.233 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:08:26 IST Mon Jul 20 2020 | Duration: 1h:51m:42s | Inactivity:  0h:00m:00s | Bytes Tx: 391908459 | Bytes Rx: 65032133 | IP Addr: 10.150.237.205 | Public IP: 45.119.151.233 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:08:26 IST Mon Jul 20 2020 | Duration: 1h:51m:42s | Inactivity:  0h:00m:00s | Bytes Tx: 391908459 | Bytes Rx: 65032133 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 142625 | Audit Session ID: 0a96cf6922d210005f1511b2 | Security Group Tag: none | EasyVPN: 0 |Session ID: 142625 | Audit Session ID: 0a96cf6922d210005f1511b2 | Security Group Tag: none | EasyVPN: 0 ||
Username: NIWSAWAN | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.206 | Public IP: 49.35.8.210 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:08:30 IST Mon Jul 20 2020 | Duration: 1h:51m:38s | Inactivity:  0h:00m:00s | Bytes Tx: 105695998 | Bytes Rx: 22201841 | IP Addr: 10.150.237.206 | Public IP: 49.35.8.210 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:08:30 IST Mon Jul 20 2020 | Duration: 1h:51m:38s | Inactivity:  0h:00m:00s | Bytes Tx: 105695998 | Bytes Rx: 22201841 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 142626 | Audit Session ID: 0a96cf6922d220005f1511b6 | Security Group Tag: none | EasyVPN: 0 |Session ID: 142626 | Audit Session ID: 0a96cf6922d220005f1511b6 | Security Group Tag: none | EasyVPN: 0 ||
Username: kkoul | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.208 | Public IP: 103.110.255.190 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:08:36 IST Mon Jul 20 2020 | Duration: 1h:51m:32s | Inactivity:  0h:00m:00s | Bytes Tx: 1089182710 | Bytes Rx: 86091820 | IP Addr: 10.150.237.208 | Public IP: 103.110.255.190 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:08:36 IST Mon Jul 20 2020 | Duration: 1h:51m:32s | Inactivity:  0h:00m:00s | Bytes Tx: 1089182710 | Bytes Rx: 86091820 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 142627 | Audit Session ID: 0a96cf6922d230005f1511bc | Security Group Tag: none | EasyVPN: 0 |Session ID: 142627 | Audit Session ID: 0a96cf6922d230005f1511bc | Security Group Tag: none | EasyVPN: 0 ||
Username: shereddy | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.150.237.207 | Public IP: 183.83.134.251 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:08:37 IST Mon Jul 20 2020 | Duration: 1h:51m:31s | Inactivity:  0h:00m:00s | Bytes Tx: 210033495 | Bytes Rx: 47654957 | IP Addr: 10.150.237.207 | Public IP: 183.83.134.251 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:08:37 IST Mon Jul 20 2020 | Duration: 1h:51m:31s | Inactivity:  0h:00m:00s | Bytes Tx: 210033495 | Bytes Rx: 47654957 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 142628 | Audit Session ID: 0a96cf6922d240005f1511bd | Security Group Tag: none | EasyVPN: 0 |Session ID: 142628 | Audit Session ID: 0a96cf6922d240005f1511bd | Security Group Tag: none | EasyVPN: 0 ||
Username: pritisha | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TSC6 | IP Addr: 10.150.245.15 | Public IP: 106.193.84.247 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:09:22 IST Mon Jul 20 2020 | Duration: 1h:50m:46s | Inactivity:  0h:00m:00s | Bytes Tx: 71842496 | Bytes Rx: 46681153 | IP Addr: 10.150.245.15 | Public IP: 106.193.84.247 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:09:22 IST Mon Jul 20 2020 | Duration: 1h:50m:46s | Inactivity:  0h:00m:00s | Bytes Tx: 71842496 | Bytes Rx: 46681153 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 142630 | Audit Session ID: 0a96cf6922d260005f1511ea | Security Group Tag: none | EasyVPN: 0 |Session ID: 142630 | Audit Session ID: 0a96cf6922d260005f1511ea | Security Group Tag: none | EasyVPN: 0 ||
Username: norkey | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.236.214 | Public IP: 103.115.201.81 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:09:28 IST Mon Jul 20 2020 | Duration: 1h:50m:40s | Inactivity:  0h:00m:00s | Bytes Tx: 99243226 | Bytes Rx: 42589410 | IP Addr: 10.150.236.214 | Public IP: 103.115.201.81 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:09:28 IST Mon Jul 20 2020 | Duration: 1h:50m:40s | Inactivity:  0h:00m:00s | Bytes Tx: 99243226 | Bytes Rx: 42589410 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 142631 | Audit Session ID: 0a96cf6922d270005f1511f0 | Security Group Tag: none | EasyVPN: 0 |Session ID: 142631 | Audit Session ID: 0a96cf6922d270005f1511f0 | Security Group Tag: none | EasyVPN: 0 ||
Username: prrajput | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.236.217 | Public IP: 106.210.208.237 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:09:32 IST Mon Jul 20 2020 | Duration: 1h:50m:36s | Inactivity:  0h:00m:00s | Bytes Tx: 36190005 | Bytes Rx: 17649409 | IP Addr: 10.150.236.217 | Public IP: 106.210.208.237 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:09:32 IST Mon Jul 20 2020 | Duration: 1h:50m:36s | Inactivity:  0h:00m:00s | Bytes Tx: 36190005 | Bytes Rx: 17649409 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 142632 | Audit Session ID: 0a96cf6922d280005f1511f4 | Security Group Tag: none | EasyVPN: 0 |Session ID: 142632 | Audit Session ID: 0a96cf6922d280005f1511f4 | Security Group Tag: none | EasyVPN: 0 ||
Username: shmhaske | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.150.236.220 | Public IP: 106.193.233.67 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:09:32 IST Mon Jul 20 2020 | Duration: 1h:50m:36s | Inactivity:  0h:00m:00s | Bytes Tx: 196065354 | Bytes Rx: 32541396 | IP Addr: 10.150.236.220 | Public IP: 106.193.233.67 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:09:32 IST Mon Jul 20 2020 | Duration: 1h:50m:36s | Inactivity:  0h:00m:00s | Bytes Tx: 196065354 | Bytes Rx: 32541396 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 142633 | Audit Session ID: 0a96cf6922d290005f1511f4 | Security Group Tag: none | EasyVPN: 0 |Session ID: 142633 | Audit Session ID: 0a96cf6922d290005f1511f4 | Security Group Tag: none | EasyVPN: 0 ||
Username: rahul.joshi | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.150.236.219 | Public IP: 117.195.3.114 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:09:34 IST Mon Jul 20 2020 | Duration: 1h:50m:34s | Inactivity:  0h:00m:00s | Bytes Tx: 353327839 | Bytes Rx: 46683274 | IP Addr: 10.150.236.219 | Public IP: 117.195.3.114 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:09:34 IST Mon Jul 20 2020 | Duration: 1h:50m:34s | Inactivity:  0h:00m:00s | Bytes Tx: 353327839 | Bytes Rx: 46683274 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 142634 | Audit Session ID: 0a96cf6922d2a0005f1511f6 | Security Group Tag: none | EasyVPN: 0 |Session ID: 142634 | Audit Session ID: 0a96cf6922d2a0005f1511f6 | Security Group Tag: none | EasyVPN: 0 ||
Username: nkaurav | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.236.218 | Public IP: 47.247.211.0 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:09:36 IST Mon Jul 20 2020 | Duration: 1h:50m:32s | Inactivity:  0h:00m:00s | Bytes Tx: 99660615 | Bytes Rx: 23660727 | IP Addr: 10.150.236.218 | Public IP: 47.247.211.0 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:09:36 IST Mon Jul 20 2020 | Duration: 1h:50m:32s | Inactivity:  0h:00m:00s | Bytes Tx: 99660615 | Bytes Rx: 23660727 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 142635 | Audit Session ID: 0a96cf6922d2b0005f1511f8 | Security Group Tag: none | EasyVPN: 0 |Session ID: 142635 | Audit Session ID: 0a96cf6922d2b0005f1511f8 | Security Group Tag: none | EasyVPN: 0 ||
Username: sayandas | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.236.221 | Public IP: 106.210.220.115 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:09:39 IST Mon Jul 20 2020 | Duration: 1h:50m:29s | Inactivity:  0h:00m:00s | Bytes Tx: 42489496 | Bytes Rx: 9924582 | IP Addr: 10.150.236.221 | Public IP: 106.210.220.115 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:09:39 IST Mon Jul 20 2020 | Duration: 1h:50m:29s | Inactivity:  0h:00m:00s | Bytes Tx: 42489496 | Bytes Rx: 9924582 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 142636 | Audit Session ID: 0a96cf6922d2c0005f1511fb | Security Group Tag: none | EasyVPN: 0 |Session ID: 142636 | Audit Session ID: 0a96cf6922d2c0005f1511fb | Security Group Tag: none | EasyVPN: 0 ||
Username: priyasi | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.236.224 | Public IP: 103.240.11.59 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:10:09 IST Mon Jul 20 2020 | Duration: 1h:49m:59s | Inactivity:  0h:00m:00s | Bytes Tx: 140993192 | Bytes Rx: 33205523 | IP Addr: 10.150.236.224 | Public IP: 103.240.11.59 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:10:09 IST Mon Jul 20 2020 | Duration: 1h:49m:59s | Inactivity:  0h:00m:00s | Bytes Tx: 140993192 | Bytes Rx: 33205523 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 142640 | Audit Session ID: 0a96cf6922d300005f151219 | Security Group Tag: none | EasyVPN: 0 |Session ID: 142640 | Audit Session ID: 0a96cf6922d300005f151219 | Security Group Tag: none | EasyVPN: 0 ||
Username: SatyChou | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.236.225 | Public IP: 49.206.187.247 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:10:21 IST Mon Jul 20 2020 | Duration: 1h:49m:47s | Inactivity:  0h:00m:00s | Bytes Tx: 504977831 | Bytes Rx: 35816378 | IP Addr: 10.150.236.225 | Public IP: 49.206.187.247 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:10:21 IST Mon Jul 20 2020 | Duration: 1h:49m:47s | Inactivity:  0h:00m:00s | Bytes Tx: 504977831 | Bytes Rx: 35816378 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 142641 | Audit Session ID: 0a96cf6922d310005f151225 | Security Group Tag: none | EasyVPN: 0 |Session ID: 142641 | Audit Session ID: 0a96cf6922d310005f151225 | Security Group Tag: none | EasyVPN: 0 ||
Username: supriyba | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.236.194 | Public IP: 103.110.241.87 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:11:37 IST Mon Jul 20 2020 | Duration: 1h:48m:31s | Inactivity:  0h:00m:00s | Bytes Tx: 1282921161 | Bytes Rx: 56782583 | IP Addr: 10.150.236.194 | Public IP: 103.110.241.87 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:11:37 IST Mon Jul 20 2020 | Duration: 1h:48m:31s | Inactivity:  0h:00m:00s | Bytes Tx: 1282921161 | Bytes Rx: 56782583 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 142642 | Audit Session ID: 0a96cf6922d320005f151271 | Security Group Tag: none | EasyVPN: 0 |Session ID: 142642 | Audit Session ID: 0a96cf6922d320005f151271 | Security Group Tag: none | EasyVPN: 0 ||
Username: gemose.kg | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.236.222 | Public IP: 42.106.181.22 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:12:48 IST Mon Jul 20 2020 | Duration: 1h:47m:20s | Inactivity:  0h:00m:00s | Bytes Tx: 230604502 | Bytes Rx: 16998802 | IP Addr: 10.150.236.222 | Public IP: 42.106.181.22 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:12:48 IST Mon Jul 20 2020 | Duration: 1h:47m:20s | Inactivity:  0h:00m:00s | Bytes Tx: 230604502 | Bytes Rx: 16998802 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 142644 | Audit Session ID: 0a96cf6922d340005f1512b8 | Security Group Tag: none | EasyVPN: 0 |Session ID: 142644 | Audit Session ID: 0a96cf6922d340005f1512b8 | Security Group Tag: none | EasyVPN: 0 ||
Username: TahShaik | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.150.236.98 | Public IP: 157.33.150.181 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:12:57 IST Mon Jul 20 2020 | Duration: 1h:47m:11s | Inactivity:  0h:00m:00s | Bytes Tx: 52304950 | Bytes Rx: 18317781 | IP Addr: 10.150.236.98 | Public IP: 157.33.150.181 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:12:57 IST Mon Jul 20 2020 | Duration: 1h:47m:11s | Inactivity:  0h:00m:00s | Bytes Tx: 52304950 | Bytes Rx: 18317781 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 142645 | Audit Session ID: 0a96cf6922d350005f1512c1 | Security Group Tag: none | EasyVPN: 0 |Session ID: 142645 | Audit Session ID: 0a96cf6922d350005f1512c1 | Security Group Tag: none | EasyVPN: 0 ||
Username: subhadey | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.150.236.99 | Public IP: 47.15.62.246 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:13:25 IST Mon Jul 20 2020 | Duration: 1h:46m:43s | Inactivity:  0h:00m:00s | Bytes Tx: 46068268 | Bytes Rx: 30245901 | IP Addr: 10.150.236.99 | Public IP: 47.15.62.246 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:13:25 IST Mon Jul 20 2020 | Duration: 1h:46m:43s | Inactivity:  0h:00m:00s | Bytes Tx: 46068268 | Bytes Rx: 30245901 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 142646 | Audit Session ID: 0a96cf6922d360005f1512dd | Security Group Tag: none | EasyVPN: 0 |Session ID: 142646 | Audit Session ID: 0a96cf6922d360005f1512dd | Security Group Tag: none | EasyVPN: 0 ||
Username: jypakala | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.236.100 | Public IP: 157.48.154.194 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:13:32 IST Mon Jul 20 2020 | Duration: 1h:46m:36s | Inactivity:  0h:00m:00s | Bytes Tx: 53150179 | Bytes Rx: 12834996 | IP Addr: 10.150.236.100 | Public IP: 157.48.154.194 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:13:32 IST Mon Jul 20 2020 | Duration: 1h:46m:36s | Inactivity:  0h:00m:00s | Bytes Tx: 53150179 | Bytes Rx: 12834996 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 142647 | Audit Session ID: 0a96cf6922d370005f1512e4 | Security Group Tag: none | EasyVPN: 0 |Session ID: 142647 | Audit Session ID: 0a96cf6922d370005f1512e4 | Security Group Tag: none | EasyVPN: 0 ||
